ID;Species;Interaction;Longitude;Latitude;Year_collect
177;Exaerete_smaragdina;parasite;-48.61775;-14.26528;2012
186;Exaerete_smaragdina;parasite;-41.086111;-21.4125;2009
187;Exaerete_smaragdina;parasite;-52.085694;-12.870139;2011
191;Exaerete_smaragdina;parasite;-49.016667;-22.35;1999
193;Exaerete_smaragdina;parasite;-35.0625;-8.235833;2003
194;Exaerete_smaragdina;parasite;-43.903333;-19.948611;1998
195;Exaerete_smaragdina;parasite;-43.903333;-19.948611;2000
196;Exaerete_smaragdina;parasite;-43.903333;-19.948611;2002
197;Exaerete_smaragdina;parasite;-43.903333;-19.948611;2004
198;Exaerete_smaragdina;parasite;-74.26875;6.044667;2007
200;Exaerete_smaragdina;parasite;-74.883333;5.883333;2008
201;Exaerete_smaragdina;parasite;-39.145167;-13.48375;2011
204;Exaerete_smaragdina;parasite;-61.016667;1.931667;2012
207;Exaerete_smaragdina;parasite;-48.231389;-18.859722;2009
209;Exaerete_smaragdina;parasite;-48.036667;-19.676389;2011
210;Exaerete_smaragdina;parasite;-48.200833;-18.891111;2013
211;Exaerete_smaragdina;parasite;-48.394722;-19.167778;2008
215;Exaerete_smaragdina;parasite;-88.2775;15.5283;2013
216;Exaerete_smaragdina;parasite;-48.395556;-19.180833;2013
217;Exaerete_smaragdina;parasite;-48.390833;-19.169167;2013
219;Exaerete_smaragdina;parasite;-45.068889;-23.436944;2015
223;Exaerete_smaragdina;parasite;-48.206111;-18.950833;2013
226;Exaerete_smaragdina;parasite;-51.130833;-0.050556;2012
234;Exaerete_smaragdina;parasite;-40.064889;-19.1515;2013
235;Exaerete_smaragdina;parasite;-51.37;-22.910833;2013
239;Exaerete_smaragdina;parasite;-51.333056;-22.939167;2013
244;Exaerete_smaragdina;parasite;-45.873;-23.376;2015
245;Exaerete_smaragdina;parasite;-52.182;-22.622;2015
250;Exaerete_smaragdina;parasite;-46.011094;-1.250261;2014
255;Exaerete_smaragdina;parasite;-47.8475;-21.221667;2019
256;Exaerete_smaragdina;parasite;-47.8475;-21.221667;1991
257;Exaerete_smaragdina;parasite;-47.8475;-21.221667;1999
258;Exaerete_smaragdina;parasite;-47.8475;-21.221667;2006
265;Exaerete_smaragdina;parasite;-41.836561;-20.917528;2020
270;Exaerete_smaragdina;parasite;-41.704475;-20.786058;2020
271;Exaerete_smaragdina;parasite;-41.657764;-20.744566;2020
279;Exaerete_smaragdina;parasite;-50.036789;-9.979253;2020
280;Exaerete_smaragdina;parasite;-48.166667;-10;2020
281;Exaerete_smaragdina;parasite;-85.5;10.75;2018
282;Exaerete_smaragdina;parasite;-85.5;10.75;2019
284;Exaerete_smaragdina;parasite;-42.341389;-3.738056;2009
285;Exaerete_smaragdina;parasite;-71.391753;-12.789882;2015
286;Exaerete_smaragdina;parasite;-48.75;-2.5;2015
287;Exaerete_smaragdina;parasite;-67.85887;-9.969939;2016
288;Exaerete_smaragdina;parasite;-67.85038;-9.953301;2016
289;Exaerete_smaragdina;parasite;-67.80673;-9.93425;2016
290;Exaerete_smaragdina;parasite;-67.79333;-9.954445;2016
291;Exaerete_smaragdina;parasite;-67.77223;-10.03375;2016
292;Exaerete_smaragdina;parasite;-67.87136;-9.955621;2016
293;Exaerete_smaragdina;parasite;-67.82921;-9.946892;2016
294;Exaerete_smaragdina;parasite;-67.8444;-9.985842;2016
295;Exaerete_smaragdina;parasite;-67.82509;-10.054265;2016
296;Exaerete_smaragdina;parasite;-67.79434;-10.039205;2016
298;Exaerete_smaragdina;parasite;-47.102778;-22.827778;2016
299;Exaerete_smaragdina;parasite;-45.534;-6.3756;2013
303;Exaerete_smaragdina;parasite;-55.331111;-26.008056;2014
304;Exaerete_smaragdina;parasite;-55.2725;-26.491389;2014
305;Exaerete_smaragdina;parasite;-55.201667;-26.9575;2014
306;Exaerete_smaragdina;parasite;-55.390833;-26.422778;2014
307;Exaerete_smaragdina;parasite;-55.308056;-26.083611;2014
308;Exaerete_smaragdina;parasite;-54.84;-26.244722;2014
310;Exaerete_smaragdina;parasite;-69.278;-12.278;2008
311;Exaerete_smaragdina;parasite;-65.413;-16.965;2008
312;Exaerete_smaragdina;parasite;-64.781;-17.092;2008
313;Exaerete_smaragdina;parasite;-63.636;-17.516;2008
316;Exaerete_smaragdina;parasite;-74.003;-5.434;2008
317;Exaerete_smaragdina;parasite;-74.015;-5.515;2008
321;Exaerete_smaragdina;parasite;-74.192;-8.09;2008
322;Exaerete_smaragdina;parasite;-74.562;-9.368;2008
323;Exaerete_smaragdina;parasite;-70.059;-12.342;2008
325;Exaerete_smaragdina;parasite;-76.95;3.766667;1997
326;Exaerete_smaragdina;parasite;-41.101111;-21.326667;2009
327;Exaerete_smaragdina;parasite;-41.101111;-21.364722;2009
329;Exaerete_smaragdina;parasite;-41.917778;-21.375278;2009
330;Exaerete_smaragdina;parasite;-41.926944;-21.381389;2009
331;Exaerete_smaragdina;parasite;-41.920833;-21.386111;2009
335;Exaerete_smaragdina;parasite;-49.008333;-22.35;1999
336;Exaerete_smaragdina;parasite;-48.9;-22.43;2000
337;Exaerete_smaragdina;parasite;-49.083599;-22.234233;1999
338;Exaerete_smaragdina;parasite;-49.699275;-22.405568;2000
339;Exaerete_smaragdina;parasite;-49.030011;-22.342394;1999
340;Exaerete_smaragdina;parasite;-34.84365;-7.138565;1993
341;Exaerete_smaragdina;parasite;-34.85826;-7.144342;1993
342;Exaerete_smaragdina;parasite;-59.8675;-24.1;1990
343;Exaerete_smaragdina;parasite;-59.72778;-24.07222;1990
344;Exaerete_smaragdina;parasite;-35.15833;-6.708333;2002
345;Exaerete_smaragdina;parasite;-44.41667;-2.383333;1993
347;Exaerete_smaragdina;parasite;-76.19;-5.97;1987
348;Exaerete_smaragdina;parasite;-48.392574;-14.708453;2020
352;Exaerete_smaragdina;parasite;-48.477435;-14.64332;2020
370;Exaerete_smaragdina;parasite;-48.61614;-16.693683;2018
284;Exaerete_trochanterica;parasite;-42.341389;-3.738056;2009
342;Exaerete_trochanterica;parasite;-59.8675;-24.1;1990
343;Exaerete_trochanterica;parasite;-59.72778;-24.07222;1990
